fréquence	lemma	UD	
7226	.		
4023	art	tag=DET	
3217	a	tag=ADP	
2777	COP	tag=AUX	
2703	,		
2291	da	tag=ADP	
1994	e	tag=SCONJ	
1844	ket	tag=ADV|Polarity=Neg	
1719	POSS	tag=DET|Poss=Yes	
1514	kaout	tag=AUX	
1425	!		
1219	ober	tag=AUX	
1018	zo	tag=AUX	
913	'		
878	…		
729	an		
681	vez	tag=AUX|Aspect=Hab	
673	mont	tag=VERB	
616	&	tag=CCONJ	
606	?		
595	ma	tag=SCONJ	
582	ne	tag=SCONJ|Polarity=Neg	
582	gant	tag=ADP	
556	bet	tag=PART|Aspect=Perf	
538	da.pronom_incorporé	Amalgame=Yes	
537	particule_o	tag=PART|Aspect=Prog	
487	eus	tag=ADP	
474	war	tag=ADP	
465	n'		
433	pfi	tag=PRON|Case=Nom|PronType=Prs	
433	P.e.art	Amalgame=Yes|tag=ADP.DET|Definite=Def	
432			
405	N'		
389	en	Amalgame=Yes|tag=SCONJ	
387	evit	tag=ADP	
316	An		
315	E		
303	gouzout	tag=VERB	
303	o	
297	dont	tag=VERB	
294	Ne		
292	Me		
288	lavarout	tag=VERB	
276	eo	tag=AUX	
257	em	Amalgame=Yes	
255	hini	tag=NOUN	
244	den	tag=NOUN	
235	pa	tag=SCONJ	
234	POP	tag=PRON|Case=Acc|TokenType=Clit|PronType=Prs	
228	oa		
226	mat		
224	emañ		
222	ken	tag=ADV	
216	ebet		
215	bezañ	tag=AUX	
212	tud	tag=NOUN|Number=Plur	
211	a.pronom_incorporé	Amalgame=Yes|tag=ADP.PRON	
205	/		
204	gant.pronom_incorporé	Amalgame=Yes|tag=ADP.PRON	
201	gwelout	tag=VERB	
196	tamm	tag=NOUN	
193	ur		
182	Ma		
180	gwelout.-et_(Adj)		
177	met	tag=CCONJ	
175	Ha		
174	chom	tag=VERB	
170	all		
170	bennak		
169	n		
169	deus	tag=ADP	
168	evel		
166	vugale		
165	gallout	tag=AUX	
157	ti		
157	pe		
154	unan		
153	Pa		
151	ez		
149	pep		
148	e-barzh	tag=ADP	
147	na		
142	amzer		
140	eur		
137	lakaat		
135	d'		
129	hag		
126	kavout		
124	bras		
124	C.ha(g)	tag=SCONJ	
124	dour		
123	ivez		
121	ha		
120	nemet		
118	ma(r)	tag=SCONJ	
118	dont.-et_(Adj)		
118	rankout		
118	tout	tag=PRON|PronType=Tot	
117	tra		
116	al		
108	petra	tag=PRON|PronType=Int|Animacy=Inan	
108	traoù		
107	labourat		
107	kuit		
107	dud		
106	Yann		
105	ouzh	tag=ADP	
103	DEM	PronType=Dem	
103	sevel		
103	Ur		
102	Hag		
102	pluriel_interne	Number=Plur	
101	dre	tag=ADP	
101	_		
100	ken,_ker,_kel	tag=ADV|Polarity=Neg	
99	diouzh	tag=ADP	
98	tu		
97	he		
96	re		
96	holl	tag=PRON|PronType=Tot	
95	bihan		
94	un		
93	]		
93	ez_eus	tag=AUX	
92	netra	tag=NOUN|Polarity=Neg	
92	penn		
91	ads	tag=ADV	
91	c'hoazh	tag=ADV	
91	alies	tag=ADV	
87	amañ	tag=ADV	
86	kalz	tag=ADV	
83	paotr		
82	mor		
80	douar		
80	en_em	tag=PRON|Reflex=Yes	
79	en.en		
79	din		
79	labour		
78	daou		
77	bloaz		
77	debriñ		
76	kas		
75	[		
75	En		
75	bezan		
74	karout		
74	kêr		
72	IMP	tag=PRON|PronType=Prs|Person=0	
72	fall		
72	forzh		
71	Daoust		
71	reiñ		
71	lakaat.-et_(Adj)		
71	kozh		
70	pezh		
70	a-benn		
70	O		
70	klask		
69	kement		
69	gwech		
69	goude		
68	hep		
67	gwaz		
67	deiz		
67	vaouez		
66	Amañ		
65	kouezhañ		
65	mamm		
64	neuze		
64	bremañ		
64	aon		
64	kaer		
64	Setu		
63	piv	tag=PRON|PronType=Int|Animacy=Anim	
63	klevout		
62	kavout.-et_(Adj)		
62	klevout.-et_(Adj)		
62	klañv		
61	soñjal		
61	brav		
60	maouez		
60	art.-où_(PL)		
59	am.am		
59	avel		
58	hent		
58	evañ		
58	penaos	tag=PRON|PronType=Int	
57	ki		
57	eget	tag=ADP	
57	anavezout		
56	Ni		
56	eil	tag=ADJ|NumType=Ord	
56	noz		
56	atav		
56	z		
55	bro		
55	kemer		
54	a-walc'h		
54	muioc'h		
53	redek		
53	Petra		
53	Al		
53	krediñ		
53	er		
52	am		
52	Met		
52	pell		
52	sellout		
52	mui		
52	peogwir		
51	on		
51	ouzon		
51	la(r)		
51	em.em		
51	ret		
51	diwar		
50	memes		
50	gwir		
50	avat		
49	gwelloc'h		
49	komz		
49	tomm		
48	na…_na		
48	Un		
48	droug		
47	plac'h		
47	breur		
47	paour		
47	Doue		
47	Sell		
47	du		
47	ema		
46	seurt		
46	ya		
46	buan		
46	A		
46	yaouank		
46	se		
46	dorn		
45	hir		
45	Hennez		
45	c'hoant		
45	arru		
44	sur		
44	P/e.pronom_incorporé		
44	art.-ed_(PL)		
44	bugel.pluriel_interne		
44	hon		
44	$$$		
44	bemdez		
43	ezhomm		
43	c'hoari		
43	gwenn		
43	plijout		
43	e-pad		
43	anezhañ		
43	tapout		
42	ho		
42	me		
42	dleout		
42	er-maez		
42	goulenn		
42	skol		
42	meus.kaout		
41	setu		
41	eno		
41	james		
41	en-dro		
41	kig		
40	chom.-et_(Adj)		
40	Ya		
40	abalamour		
40	gwall		
40	va		
40	soñj		
39	degouezhout		
39	toud		
39	ta		
39	pelec'h		
39	brezhoneg		
39	Eur		
38	rak		
38	ra		
38	egile		
38	bevañ		
38	lar		
38	Er		
38	e-giz		
38	Honnez		
38	hini-DEM		
38	patatez		
37	koad		
37	tennañ		
37	dindan		
37	C'hwi		
37	ouzh.pronom_incorporé		
37	interjection		
37	aotrou		
37	aze		
37	gantañ		
37	poent		
37	vo		
37	levr		
37	benn		
37	leuskel		
37	Na		
37	bepred		
36	écho		
36	biskoazh		
36	lezel		
36	tan		
36	Bet		
36	miz		
36	debriñ.-et_(Adj)		
36	Hennezh		
36	kompren		
36	boued		
36	daoust		
36	Pese		
35	ger		
35	brezel		
35	a-raok		
35	propre		
34	int		
34	morse		
34	pegen		
34	prenañ		
34	gêr		
34	aod		
34	é		
33	-		
33	kregiñ		
33	oar		
33	lec'h		
33	Pep		
32	ruz		
32	neus		
32	mell		
32	kalon		
32	glas		
32	Va		
32	kousk		
32	gwelet		
32	Te		
32	doa		
32	galleg		
31	anezhi		
31	;		
31	tro		
31	marv		
31	peseurt		
31	banne		
31	fin		
31	bep		
31	tremen		
31	cardinaux		
31	adarre		
31	meur		
31	beza		
31	nen		
31	kouezhañ.-et_(Adj)		
30	eun		
30	bara		
30	poan		
30	dezañ		
30	gwellañ		
30	neus.kaout		
29	di		
29	korf		
29	deuet		
29	vro		
29	war-lerc'h		
29	bale		
29	koulskoude		
29	buhez		
29	Da		
29	kanañ		
29	abaoe		
29	m'		
29	gwin		
29	bez		
29	sizhun		
28	doc'h		
28	bern		
28	hiziv		
28	a-wechoù		
28	trouz		
28	Kement		
28	vont		
28	gwechall		
28	Bremañ		
28	peus		
28	i		
28	lenn_(V.)		
28	deac’h		
27	mab		
27	tri		
27	loen		
27	tad		
27	endro		
27	park		
27	Eno		
27	Med		
27	aer		
27	am-eus.am-eus-kaout		
27	plantañ		
27	laezh		
27	bezhin		
26	or		
26	gouest		
26	micher		
26	Mar		
26	evel-se		
26	Eñ		
26	#enn		
26	B		
26	ez'		
26	dav		
26	ober.IMP		
26	marteze		
26	skuizh		
26	Simone		
26	bloaz.-vezh		
25	Nag		
25	anv		
25	echu		
25	eñ		
25	serriñ		
25	mann		
25	gortoz		
25	m		
25	Ret		
25	div		
25	arruout		
25	lerc'h		
25	Anna		
24	Hemañ		
24	Ac'hanta		
24	kaozeal		
24	Kalz		
24	dec'h		
24	Evit		
24	Ema		
24	mervel		
24	dastum		
24	meus		
24	kazh		
24	melen		
24	rac'h	tag=PRON|PronType=Tot	
24	degas		
24	bout		
23	mad		
23	art.-ioù_(PL)		
23	dra		
23	mirout		
23	Q		
23	vat		
23	pad		
23	ganin		
23	diaoul		
23	eme		
23	kar		
23	dimeziñ		
23	kontañ		
23	merc'hed		
23	kreiz		
23	Int		
23	eta		
23	Neuze		
23	Matriona		
23	don		
23	stagañ		
23	dirak		
23	dilhad		
23	awalc'h		
23	lein		
23	re-se		
23	pignat		
22	blev		
22	COP-écho		
22	gaou		
22	prenestr		
22	ganti		
22	mar		
22	aes		
22	doare		
22	dor		
22	Pe		
22	diskenn		
22	diaes		
22	sikour		
22	Klevet		
22	tre		
22	#où_(PL)		
22	ker		
22	wech		
22	taoler		
22	pegement		
22	en_ur		
22	}		
22	Aze		
22	traou		
22	barzh		
22	hani		
22	Kar		
22	N		
21	etre		
21	!…		
21	nemeur		
21	spered		
21	graet		
21	Biskoazh		
21	Gwelet		
21	[….		
21	war-dro		
21	kafe		
21	fenn		
21	[…		
21	kenkoulz		
21	ha(g)		
21	lazhañ.-et_(Adj)		
21	hanter		
21	derc'hel		
21	bourk		
21	ive		
21	na.na		
20	Eun		
20	nebeut		
20	sort		
20	#ad		
20	liv		
20	gand		
20	Dont		
20	ba		
20	mennout		
20	oad		
20	leun		
20	gounit		
20	bed		
20	kerzhout		
20	kap		
20	gwad		
20	vuhez		
20	hor		
20	art.pluriel_interne		
20	kent		
20	am-oa.am-oa-kaout		
20	sachañ		
20	COP.IMP		
20	troc'hañ		
20	start		
20	araok		
20	kargañ		
20	re-ze		
20	d		
20	de		
19	ar_pezh		
19	buoc'h		
19	mod		
19	kentoc'h		
19	He		
19	pennad		
19	M'		
19	selaou		
19	deskiñ		
19	laerezh		
19	Piv		
19	klask.-et_(Adj)		
19	Per		
19	nom		
19	arc'hant		
19	c'hoaz		
19	ul		
19	lost		
19	peoc'h		
19	Lavaret		
19	glav		
19	ouie		
19	Tout		
19	erruout		
19	amezog		
19	plac'h.-ig		
19	it		
19	maner		
18	aour		
18	daoulagad		
18	ac'hanon		
18	pez		
18	diskouez		
18	betek		
18	#ed_(PL)		
18	postpositions		
18	padout		
18	iliz		
18	Feiz		
18	lod		
18	dezhi		
18	soñjal.-et_(Adj)		
18	traoñ		
18	treiñ		
18	A-benn		
18	gallout.IMP		
18	dra-se		
18	dezhañ		
18	fardañ		
18	e-kichen		
18	nep		
18	labous		
18	koulz		
18	evit.pronom_incorporé		
18	leue		
18	prenañ.-et_(Adj)		
18	Red		
18	person		
18	troad.pluriel_interne		
18	gwinizh		
18	fas		
18	taol		
17	gwerzhañ		
17	talvezout		
17	kaoz		
17	taol,_an_taol		
17	kentañ		
17	zoken		
17	Arsa		
17	pounner		
17	Sevel		
17	fri		
17	bez'		
17	abred		
17	gousket		
17	dit		
17	karantez		
17	sell		
17	Gant		
17	onomatopée		
17	kreñv		
17	ouzhpenn		
17	Gouzout		
17	ni		
17	gwele		
17	gaout		
17	heñvel		
17	respont		
17	braz		
17	paseal		
17	neoazh		
17	banniel		
17	servicher		
16	foeltr		
16	Anez		
16	ec'h		
16	euz		
16	deoc'h		
16	Bout		
16	Unan		
16	yen		
16	korn		
16	Mont		
16	koll		
16	Breizh		
16	digeriñ		
16	koll.-et_(Adj)		
16	anezho		
16	gwez		
16	karr		
16	neuial		
16	*		
16	{		
16	e-neus-kaout		
16	ebed		
16	bord		
16	revr		
16	kavout.IMP		
16	laerañ		
16	Goude		
15	med		
15	teir		
15	yezh		
15	par		
15	Aet		
15	cardinal		
15	Holl		
15	enni		
15	Mat		
15	a-dreñv		
15	hoc'h		
15	bag		
15	kammed		
15	darn		
15	traoù-DEM		
15	bugel		
15	Alies		
15	taol_(M.)		
15	sevel.-et_(Adj)		
15	prest		
15	mall		
15	priz		
15	oaled		
15	kredin		
14	aman		
14	heuliañ		
14	sant		
14	dienn		
14	Lod		
14	toenn		
14	erc'h		
14	marc'had		
14	paieañ		
14	lavar		
14	Emañ		
14	!,		
14	Ata		
14	(…)		
14	hag-eñ		
14	Nemet		
14	loened		
14	emaint		
14	kuzhat		
14	gwirionez		
14	hennezh		
14	afer		
14	ennañ		
14	bgcolor=-90FF80		
14	geot		
14	yar		
14	asambles		
14	diouzhtu		
14	a-walh		
14	a-bezh		
14	nompas		
14	echo	deprel=discourse|PronType=Emp	
14	devezh		
14	rankout.IMP		
14	Mari		
14	Seul		
14	Ah		
14	tost.-aat		
14	dac'h		
14	gred		
14	degouezhout.-et_(Adj)		
14	É		
14	bochad		
14	trema		
14	Doc'h		
13	la		
13	duel.lagad		
13	Pas		
13	vel		
13	e-kreiz		
13	darvoud		
13	Bo		
13	berr		
13	belo		
13	oan		
13	Penaos		
13	digant.pronom_incorporé		
13	Re		
13	duel.gar		
13	stêr		
13	War		
13	hañv		
13	hent-houarn		
13	marc'h		
13	vihan		
13	e-neus.e-neus-kaout		
13	Teir		
13	lammat		
13	ordinal		
13	oh		
13	Kerz		
13	gouel		
13	abeg		
13	mare		
13	pesked		
13	ba'		
13	foenn		
13	enez		
12	truez		
12	ran		
12	evezh		
12	biken		
12	perzh		
12	kerc'hat		
12	vale		
12	so		
12	daol		
12	breman		
12	leizh		
12	pegoulz		
12	frankiz		
12	kroc'hen		
12	danvez		
12	Mona		
12	c'hoar		
12	brec'h		
12	kollet		
12	Chaous		
12	red		
12	gwalc'hiñ		
12	bgcolor=-8E80FF		
12	enno		
12	hañ		
12	moarvat		
12	e'		
12	oc'h		
12	foar		
12	bgcolor=-F0FF80		
12	gwreg		
12	fellout		
12	arrebeuri		
12	goañv		
12	Hi		
12	pemp		
12	heller		
12	hen		
12	in		
12	kustumiñ		
12	birviñ		
12	terriñ		
12	ervat		
12	melchon		
12	marmouz		
12	sec'hiñ		
12	Arru		
12	arhant		
12	bank		
12	poazhañ		
12	gwasoc'h		
12	a-barzh		
12	A-wechoù		
12	e-touez		
12	des		
12	rit		
12	du-se		
11	heol		
11	Lavar		
11	___		
11	baotred		
11	nav		
11	D'		
11	Gra		
11	zad		
11	Dec'h		
11	kement-se		
11	paouez		
11	niver		
11	menez		
11	dezho		
11	Ho		
11	rein		
11	Emaint		
11	spontus		
11	foetañ		
11	nikun		
11	Tud		
11	hogen		
11	den.		
11	outañ		
11	c'hoarzhin		
11	tregont		
11	nann		
11	te		
11	skeiñ		
11	kreskiñ		
11	warni		
11	Gwelout		
11	Pet		
11	liorzh		
11	fur		
11	e-lec'h		
11	Evid		
11	treut		
11	park.-eier		
11	yod		
11	mezv		
11	mil		
11	kinnig		
11	h		
11	E-barzh		
11	Arabat		
11	brud		
11	he-doa-kaout		
11	pegiz		
11	vicher		
11	(espress)		
11	Kontant		
11	sklaer		
11	lagad		
11	(alies)		
11	nijal		
11	moc'h		
11	Peus		
11	konduiñ		
11	kuzh		
11	peur		
11	lastez		
11	gwelout.IMP		
11	bah		
11	getoñ		
11	soudard		
11	dezhoñ		
11	hè		
11	o-doa-kaout		
11	war-laez		
11	â		
10	Deus		
10	kein		
10	seizh		
10	dro		
10	barlenn		
10	anal		
10	Abaoe		
10	perak		
10	kaout.-et_(Adj)		
10	tizh		
10	alc'hwez		
10	Na…_na		
10	yac'h		
10	barr		
10	Lez		
10	nom_nu		
10	Kit		
10	eost		
10	Kas		
10	naer		
10	c'halon		
10	davit		
10	oferenn		
10	gante		
10	labourer		
10	warc'hoazh		
10	-où_(PL.)		
10	pet		
10	lavaret		
10	Pegen		
10	P/e.POSS		
10	ti-DEM		
10	stad		
10	lizher		
10	blaz		
10	er-mêz		
10	van		
10	kaezh		
10	kleiz		
10	kriz		
10	pinvidig		
10	yec'hed		
10	frank		
10	vad		
10	chevr		
10	takenn		
10	laer		
10	tamm.DIM		
10	rankout.-et_(Adj)		
10	Gwechall		
10	krampouezh		
10	Oh		
10	warnon		
10	ag		
10	wel		
10	Ben		
10	Laret		
10	amezeg.amezogez		
10	kartenn		
10	enta		
10	sorserezed		
10	gouzout.IMP		
10	uhel		
10	lavarout.IMP		
10	monet		
10	pouez		
10	parlant		
10	àr		
10	Traoù		
10	lemel.IMP		
10	a-zevri		
10	Dre-mañ		
10	jours_de_la_semaine		
10	feson		
10	durant		
10	vourc'h		
10	brasañ		
10	stank		
10	Jos		
10	diou		
10	Nort		
10	ablamour		
10	hé		
9	nac'hañ		
9	ean		
9	oabl		
9	mizer		
9	gavet		
9	wirionez		
9	__		
9	ri		
9	c'hi		
9	maouezed		
9	kalz.-ig		
9	Mil		
9	Dav		
9	soñj.-où_(PL)		
9	dre-holl		
9	bec'h		
9	tamm.-ig		
9	Ba		
9	merc'h		
9	sac'h		
9	kezeg		
9	leurenn		
9	c'harr		
9	gor		
9	duel.dorn		
9	istor		
9	dek		
9	Lakaet		
9	den-DEM		
9	var		
9	gavout		
9	vras		
9	c'halz		
9	dreist		
9	Diouzh		
9	Krog		
9	eñvor		
9	],		
9	ugent		
9	)		
9	!.		
9	pas		
9	klemm		
9	toaz		
9	oant		
9	plas		
9	toullad		
9	Ze		
9	anezi		
9	êz		
9	M-eus		
9	Hirio		
9	bev		
9	vicherourien		
9	lazhañ		
9	enep		
9	Deuet		
9	amann		
9	bizaj		
9	krak		
9	vugale.		
9	gwriat		
9	kostez		
9	dornañ		
9	penaoz		
9	pod		
9	diroll		
9	chatal		
9	France		
9	veloioù		
9	deomp		
9	egist		
9	alato		
9	Hogen		
9	wele		
9	Hiziv		
9	Ul		
9	Keuz		
9	faotañ		
9	evel.pronom_incorporé		
9	emen		
9	èl		
9	plijadur		
9	Yoñ		
9	golo		
9	dehou		
9	kouezho		
9	ludu		
9	bouliji.		
9	zervicha		
9	ordinateur		
9	Eusa		
8	Kê		
8	Koulz		
8	pobl		
8	pell.-aat		
8	gavr		
8	pled		
8	Tanfoeltr		
8	#et_(Adj)		
8	Peseurt		
8	nemet.pronom_incorporé		
8	keit		
8	pourmen		
8	e-leizh		
8	Ale		
8	lavarez		
8	Chom		
8	dad		
8	sot		
8	betra		
8	kont		
8	aes.-oc'h		
8	vloaz		
8	Diwall		
8	C'hoant		
8	chas		
8	pelloc'h		
8	gozh		
8	Ouzhpenn		
8	diskar		
8	tont		
8	na(g)		
8	glesker		
8	boa		
8	Hep		
8	gwiskañ		
8	skañv		
8	teod		
8	lemm		
8	neketa		
8	goll		
8	Salv		
8	mañ		
8	bleizi		
8	-mañ		
8	etre.pronom_incorporé		
8	welet		
8	skrivañ		
8	lenn		
8	ti-mañ		
8	moged		
8	plouz		
8	Marteze		
8	hejañ		
8	Meus		
8	skeul		
8	POSS-unan		
8	gaoud		
8	bazh		
8	biz		
8	peotramant		
8	farsal		
8	vad,		
8	porz		
8	#ien,_#ion_(PL)		
8	a-greiz-tout		
8	tal		
8	Eul		
8	vefe		
8	taol_(F.)		
8	Job		
8	bennag		
8	Bez		
8	kloc'h		
8	dezhe		
8	Kaer		
8	deh		
8	Kap		
8	skolaer		
8	sentiñ		
8	Bara		
8	vat,		
8	gwashañ		
8	an-unan		
8	sonjal		
8	adalek		
8	dibenn		
8	Kompren		
8	e-skoaz		
8	moereb		
8	posubl		
8	Roet		
8	brini		
8	fleur		
8	ampart		
8	renkañ		
8	holen		
8	del		
8	forn		
8	Daouchte		
8	houarn		
8	tamall		
8	(Ne)		
8	Deuit		
8	Dorothée		
8	yoc'h		
8	nend		
8	trist		
8	donet		
8	gwiskiñ		
8	a-vihanoc'h		
8	moien		
8	noa		
8	glask		
8	Frank		
8	glac'har		
8	argant		
8	Hennañ		
8	anezhoñ		
8	Daousto		
8	pasapl		
8	zegouezh		
8	labourad		
8	noms_de_jours		
8	paseal.-et_(Adj)		
8	ind		
8	lann		
8	foñs		
8	kost		
8	hunvreal		
8	Ba'		
8	n-oa		
8	bankeier		
8	c'hraonv		
8	Bevañ		
8	hureet		
8	evel-just		
8	art-unan		
8	e-teid		
8	partial		
8	ral		
7	ster		
7	koant		
7	deir		
7	bgcolor=-FFDF80		
7	rae		
7	an.an		
7	war-eeun		
7	Harpet		
7	braouac'hus		
7	c'henvroiz		
7	avaloù		
7	a-rez		
7	Chomit		
7	kaout-écho		
7	sec'h		
7	difenn		
7	hat		
7	nec'het		
7	Biken		
7	peder		
7	C'hoazh		
7	Eman		
7	gi		
7	sammañ		
7	preur		
7	prim		
7	brozh		
7	dam		
7	tevel		
7	tarzhañ		
7	zeu		
7	siwazh		
7	kontell		
7	digor		
7	Pedet		
7	neb		
7	mezh		
7	kegin		
7	a-hed		
7	hag_a		
7	kurun!		
7	familh		
7	zouar		
7	mouezh		
7	Sellout		
7	roud		
7	zen		
7	Oc'h		
7	Naig		
7	pronom_réfléchi		
7	pikol		
7	venn		
7	Tapet		
7	em-oa.em-oa-kaout		
7	keloù		
7	digant		
7	avalou		
7	on-oa-kaout		
7	si		
7	e-nevoa-kaout		
7	maro		
7	ognad		
7	a-hervez		
7	trawalc'h		
7	oufe		
7	Peleh		
7	Lena.-ig		
7	aluzenn		
7	vin		
7	pri		
7	lorc'h		
7	Soñjet		
7	saro		
7	nebeut.-oc'h		
7	briz		
7	em-eus		
7	Diwar		
7	tren		
7	Pêr		
7	deu		
7	lipat		
7	Herri		
7	jeu		
7	gwelloh		
7	tost.-oc'h		
7	taget		
7	Daou		
7	gwiskañ.-amant.-où_(PL)		
7	Roll		
7	brezel-bed		
