fréquence	Gloss	UD	
3	Eh_bien		
3	reste.on		
3	Matéo		
3	à-travers		
3	sot.erie.s		
3	aimable		
3	est-pfi		
3	mar		
3	achètera		
3	habillera		
3	poste		
3	ci-art		
3	_1_gwez		
3	comme-celui(là)		
3	expliquer		
3	Bretagne-izel		
3	Basse		
3	si/si-3SGM		
3	klemm		
3	arrêter		
3	daoniñ		
3	feuille.-où_(PL.)		
3	_5_kouer		
3	merde		
3	dirigeants		
3	plupart		
3	pair		
3	anat		
3	têtes		
3	autant-et-autant		
3	lycée		
3	incendié		
3	cire		
3	corne.s		
3	darempred		
3	nucléaire		
3	à_1_-peine		
3	que_1_		
3	maen,		
3	mein		
3	-là_da		
3	Vannes		
3	dañsal		
3	deux.jambe		
3	P.moi-moi		
3	emmené		
3	kaezh		
3	panevet		
3	trace		
3	Dalton.-ed_(PL.)		
3	skiant		
3	Eh		
3	tonnerre		
3	mais!		
3	Alo!		
3	neketa		
3	gentil		
3	2.oreille		
3	entre.lui		
3	aet		
3	ben		
3	propriétaire		
3	mennout		
3	attendez		
3	dihuniñ		
3	stardañ		
3	ding_ding_dong		
3	onomatopées		
3	raconter		
3	sans_1_.tud		
3	four.-ioù_(PL.)		
3	pouvons		
3	fait-rien		
3	cache-&		
3	pennad		
3	blessure		
3	muet		
3	service		
3	à.propos		
3	Bindegeifran		
3	étoiles		
3	serions		
3	erc'h		
3	rangée		
3	bremaik		
3	pe-		
3	manac'h		
3	fait..IMP		
3	côté-là		
3	État		
3	rann-		
3	rak-		
3	pro.jet		
3	_1_kambr		
3	policier.s		
3	cour.u		
3	blanche		
3	courag.eux		
3	regarde'		
3	toit.s		
3	rod		
3	1.SG.contenu		
3	était.3SG		
3	tout_1_		
3	genaoueg		
3	loi		
3	Hue!		
3	lèche		
3	honneur.-abl		
3	sardine		
3	gouzoug		
3	Pa_1_		
3	-é		
3	toscane		
3	gouez		
3	bricoler		
3	bountañ		
3	2.gar		
3	≈qui.mieux-mieux		
3	Feiz		
3	dépense		
3	gagn.-edigezh		
3	kammed		
3	navets		
3	_1_krampouezh		
3	gouverné		
3	gârs		
3	raide		
3	cuisin.-erezh		
3	rev		
3	gelée		
3	contenu.-où_(PL.)		
3	un.DIM		
3	encre		
3	voleur..s		
3	e-mesk		
3	mélanges		
3	glorius		
3	à_1_-dehoù		
3	barbouill.é		
3	voile		
3	de-un		
3	à.nous-nous		
3	champ.-où_(PL.)		
3	en.masse		
3	enep		
3	pensera		
3	rigoler		
3	1SG-avait		
3	Heuc'h!		
3	neizh		
3	trainard-là		
3	P.bev		
3	lève		
3	ais.é		
3	réponse		
3	gouarnamant		
3	hoquet		
3	voisin.-ezed		
3	ceux_1_		
3	adroit.mal		
3	galoper		
3	à.cause.de		
3	bougera		
3	facilement		
3	e-kerz		
3	démarré		
3	meurent		
3	journ-vezh		
3	de_1_-pell		
3	sistr		
3	brozh		
3	charge.s		
3	plac.é		
3	rang.é		
3	outil.-où_(PL.)		
3	iront		
3	trouvera		
3	noue		
3	glisser		
3	de.avec.pronom_incorporé		
3	à.distance		
3	déparé		
3	pomme.s		
3	mont.é		
3	couenne		
3	pâté		
3	mauvais.-us		
3	poignée.s		
3	fermait		
3	genoù		
3	tabac		
3	envie-kousk		
3	écol.-aer		
3	durée		
3	cabossé		
3	C'hwistim		
3	ec'h		
3	Bariz		
3	à.être.que		
3	da-laras		
3	souris		
3	vif		
3	salé		
3	aluzenn		
3	celle_1_		
3	nourr.ir		
3	penegwir		
3	2PL-kaout		
3	restes		
3	Herri		
3	à-revr		
3	douleur-_1_kein		
3	falz		
3	faucille-DEM		
3	soupe-ci		
3	pfx.nager		
3	Lomig		
3	Fañch		
3	continué		
3	Jobig		
3	minimiseur		
3	assise		
3	quoi-ci		
3	choux-DEM		
3	chat.pluriel_interne		
3	soñj		
3	incorporé		
3	foyer-DEM		
3	réparé		
3	méchant.plus		
3	jaune.-eg		
3	chiffonné		
3	en.possession		
3	F		
3	soucie		
3	autre.M		
3	autre.F		
3	R..2SG-aura		
3	Rest		
3	employ.é		
3	lenn		
3	skañv		
3	effectivement		
3	tantôt		
3	nuit-ci		
3	tapage		
3	écouter/obéir		
3	si_karout		
3	en.ma		
3	foi		
3	tête.s		
3	bed		
3	celui.la		
3	guise-DEM		
3	mauvais.DIM.DIM		
3	mathématiques		
3	mougañ		
3	Jean-Marie		
3	ibil		
3	un__1_pagan		
3	croy.-ennoù		
3	ances		
3	cour		
3	accueil..l.i		
3	ne_!		
3	darn--		
3	petit.ventr.ée		
3	_1_bras		
3	âcre		
3	pipa		
3	genêts		
3	dé.écorc.é		
3	droug--		
3	demandaient		
3	caboss.é		
3	maréchal-ferrant		
3	daou--.saut.é		
3	entravé		
3	croix		
3	parrez		
3	coller		
3	dé.dour		
3	eau.-añ		
3	verrez		
3	entre.pronom_incorporé		
3	z		
3	a-drek		
3	gai		
3	place.-où		
3	P...lui		
3	carrément		
3	rond.i		
3	pas.u		
3	maout		
3	Église		
3	heol		
3	construire		
3	lait-kezeg		
3	nuit-DEM		
3	que/et		
3	lettre.s		
3	kentel		
3	diskar		
3	bern		
3	dé.skuizh		
3	ker		
3	étouffé		
3	travail-DEM		
3	trouée		
3	lemm		
3	prt.est		
3	assez_(COP		
3	tant_(que)		
3	estren		
3	vingt		
3	lur		
3	chaud.plus		
3	point		
3	renard		
3	croy.-enn		
3	ance.-où_(PL.)		
3	moment-ci		
3	femmes		
3	porc		
3	à-unan		
3	_1_paotr		
3	de.nouveau		
3	3SGM-a		
3	aimerai		
3	glin		
3	valide		
3	a..3SG		
3	tête-da		
3	le_levr		
3	à_nom_propre		
3	ebeul		
3	sembler		
3	dur.é		
3	perdait		
3	dit-elle		
3	puñs		
3	2_1_		
3	_1_bag		
3	amener		
3	nuit.ée		
3	_1_karr		
3	studiañ		
3	merenn		
3	bouteille.s		
3	klouar		
3	Dame		
3	Gallo		
3	Frère.pluriel_interne		
3	kan		
3	le_gwan		
3	_1_gwan		
3	_5_kreñv-		
3	haquenée		
3	fubu		
3	bleiz		
3	tourne		
3	réunir		
3	maire		
3	terrupl		
3	costaud.superlatif		
3	merveilleux		
3	terrifiant		
3	jour.née		
3	Marijo		
3	mûrir		
3	pare		
3	Langleiz		
3	crochet.de.suspension		
3	canotage		
3	de_1_-doare		
3	qualité		
3	bran		
3	corbeau.x		
3	Nord-Ouest		
3	chier		
3	goudor		
3	tracteur		
3	rigolo		
3	magasins		
3	dimanch.-vezh		
3	pire.!		
3	chanson		
3	kleze		
3	adroit		
3	paresseux		
3	imprim.-erezh		
3	plumage		
3	aile		
3	marcherais		
3	pourrons		
3	dé.reproche		
3	juger		
3	a..3SGM		
3	retournerai		
3	skubañ		
3	balayé		
3	poire.SG		
3	garou		
3	_5_korz		
3	jour-et-an		
3	ferai.je		
3	branler		
3	chapeau.x		
3	chauve		
3	lisent		
3	corbeau		
3	sur.son.suite		
3	sur-poids		
3	moulañ		
3	EXPL?/C		
3	acier		
3	patates-DEM		
3	appel		
3	fidèle		
3	temps-là		
3	trépas		
3	bleuñ		
3	mod		
3	devant.eux		
3	lambig		
3	doute.-us		
3	adj		
3	Plunéret		
3	honor.é		
3	Forges-la-Forêt		
3	galettes		
3	blé-du		
3	naet		
3	dans.art		
3	choses-all		
3	blé-noir		
3	kentoc'h		
3	journ.née		
3	suspens		
3	dépit		
3	attention.ne.pas		
3	moisson.er		
3	étonnement		
3	skouer		
3	matin.ée		
3	ne..si		
3	mettrais		
3	kalet		
3	quant.à		
3	_1_koulm		
3	pigeon		
3	kozh--		
3	vol		
3	eux-eux		
3	touché		
3	que!		
3	rouge.-ell		
3	ole		
3	elle_particule_o		
3	le__1_policier-ed_(PL.)		
3	saute.on		
3	piscine		
3	troué		
3	pleurerait		
3	vign.es		
3	vrai_1_		
3	vol.eurs		
3	escargot.-ed_(PL.)		
3	Rhum		
3	est_bet		
3	trous		
3	ouvriers		
3	peu..#añ		
3	stoppe		
3	douetus		
3	issons		
3	puisque_1_		
3	stupéfiant		
3	_5_kleñved		
3	maladie-DEM		
3	dés.dos.er		
3	grand..superlatif		
3	goap		
3	beg		
3	buzhug		
3	que_a		
3	sur-surface		
3	camion		
3	brein		
3	panier		
3	rame		
3	tumulus		
3	coutumait		
3	erru		
3	vol.é		
3	obéit		
3	gouvernail		
3	_1_bazh		
3	saucisse		
3	dibab		
3	kartenn		
3	Guipavas		
3	acheté		
3	sans.pareil		
3	faites-vous		
3	_1_tro		
3	maread		
3	rhum		
3	alcoolique		
3	vivons		
3	sautons		
3	Jack		
3	à.savoir.C.ha(g)		
3	fill.-ig		
3	R..3		
3	aimerait		
3	bazh		
3	cassait		
3	rapidement		
3	si_+C,4_		
3	pas.moi		
3	Douarnenez		
3	passait		
3	krugell		
3	coup.s		
3	parents-kozh		
3	mauvaisement		
3	dressé		
3	avanc.é		
3	sonn.er		
3	poazhañ		
3	savons		
3	_5_kalz		
3	donna		
3	ambiance		
3	plad		
3	resivout		
3	pas_da		
3	là.bas		
3	étudiant		
3	et/que		
3	avait.3SG		
3	tous_1_		
3	plancher		
3	person		
3	dleout		
3	temps-gwall-		
3	pays_nom_propre		
3	Oz		
3	Angela		
3	tir.-erezh		
3	activité		
3	litre		
3	sailh		
3	éternité		
3	confesser		
3	enlever		
3	broussaille		
3	charg.-et_(Adj.)		
3	carte.s		
3	court.-aat		
3	_1_prisonnier-erion		
3	eur.-ien,_-ion_(PL)		
3	rouss.i		
3	rid.é		
3	viel.-oni		
3	lesse		
3	sombr.-ded		
3	itude		
3	costum.e.s		
3	ferment		
3	a-feson		
3	quart.lieue		
3	grand.-aat		
3	issez		
3	anoued		
3	A		
3	vêt.-amant		
3	grignoter		
3	pri.ère		
3	boutique.-où_(PL.)		
3	chaque.noz		
3	propre		
3	année		
3	3.aurait		
3	chaussée		
3	rechigner		
3	hadañ		
3	pas_kavout		
3	si.ce.n.est.pronom_incorporé		
3	Gerare		
3	14		
3	papier.s		
3	taolenn		
3	vivrons		
3	tel		
3	sever		
3	à_1_-cause		
3	pounner		
3	rest.er		
3	mêlés		
3	lit.-ad		
3	offic.iers		
3	butte.-où_(PL.)		
3	C.R.pouvait.pas		
3	Ema		
3	pasemant		
3	comme.vous-vous		
3	pfx.gratter		
3	parl.er		
3	éduc.-amant		
3	proche		
3	par.rapport.à		
3	difficile.-aat		
3	Nolwenn		
3	prier		
3	peul		
3	oncle.-où_(PL.)		
3	_1_tachenn		
3	était_art		
3	égal--à-égal		
3	sur.n.pronom_incorporé		
3	s..s		
3	pfx._1_.gouloù		
3	devons		
3	baradoz		
3	moi.zo		
3	pas.mal		
3	asseoir		
3	doujañ		
3	six_eur		
3	route-grand		
3	deux.gar		
3	court.DIM-mat		
3	remerci.er		
3	supporte		
3	veulent		
3	N-écho		
3	ne..3SGM		
3	nostalgie		
3	le_hent		
3	route.-où_(PL.)		
3	eux-DEM		
3	fâch.é		
3	perte-cœur		
3	tass.ée		
3	mangé		
3	commerce		
3	poudre		
3	ensemble_gant		
3	me_2_		
3	milieu.noz		
3	livañ		
3	sot.plus		
3	coût		
3	de-parmi		
3	-me		
3	c'hwil		
3	en-art		
3	Karnasen-ads		
3	le.IN		
3	trouvé		
3	pleures		
3	marie.ket		
3	moi.va		
3	servante		
3	goloiñ		
3	vos		
3	dîn.é		
3	arall		
3	meurtre-DEM		
3	va.IMP		
3	tuchant		
3	a--lui		
3	fâché		
3	commenc.-et_(Adj.)		
3	liñser		
3	verre.DIM..er		
3	gémir		
3	quasi_1_.gwelout		
3	lézard		
3	route.s		
3	poisson.s		
3	souffl.é		
3	madoue!		
3	Aiou!		
3	Aïe!		
3	derrière.pronom_incorporé		
3	fennañ		
3	vliou		
3	foñs		
3	marche..3SG		
3	le_alc'hwez		
3	clef.-où_(PL.)		
3	petit.-ig		
3	chapel		
3	mixeur		
3	pmais		
3	branche		
3	neblec'h		
3	même.chose		
3	buvait		
3	fesse.-où_(PL.)		
3	-dessus		
3	religion		
3	pré.lenn_(N.)		
3	aurez		
3	ciné		
3	u_postpositions		
3	arnev		
3	escorté		
3	tardé		
3	ministre		
3	étiré		
3	après-se		
3	verre.petit		
3	barbe		
3	souffrant		
3	rostañ		
3	pav		
3	sikour		
3	cheveux.SG		
3	Maian_Stefen		
3	R-avons		
3	cousu		
3	poche		
3	tricot		
3	couche.de.glace		
3	chaumières		
3	Pat		
3	2-DEM		
3	arrêté		
3	savait.on		
3	paresse		
3	hargneux		
3	oublieux		
3	aurais.du		
3	_5_kig		
3	mevel		
3	valet		
3	diables		
3	dût		
3	trouvais		
3	maner		
3	4000		
3	à-ras		
3	parole.s		
3	doux		
3	miel..l.eux		
3	monnaie		
3	nabochdou		
3	fourches		
3	houarn		
3	poche.-où_(PL.)		
3	courageux		
3	chaud-berv		
3	bouillant		
3	melchon		
3	désobliger		
3	darpenn		
3	le.eux..superlatif		
3	autrement		
3	voyions		
3	vendu		
3	légende		
3	e-serr		
3	que/si		
3	est.nous		
3	chemise		
3	envers		
3	médicaments		
3	sag.esse		
3	achêterait		
3	gagné		
3	huîtres		
3	Kemperle		
3	vis		
3	confiance		
3	lourd.plus		
3	ont-écho		
3	chauff.é		
3	tiède		
3	village-nous		
3	à_+C,4_		
3	feraient		
3	peigner		
3	sali		
3	chaud-ruz		
3	trèfle-glas		
3	parles		
3	et.possible		
3	puces		
3	pondu		
3	sur-arrière		
3	et-tout		
3	piquant		
3	voyaient		
3	linge.-enn		
3	une.-où_(PL.)		
3	moderne		
3	krozal		
3	gronder		
3	kelenn_(V.)		
3	profess.-er,_-our		
3	foin-DEM		
3	fermerais		
3	march.ands		
3	de-ça		
3	de.sur		
3	jure		
3	éclat.er		
3	à-pic		
3	panez		
3	restaient		
3	leton		
3	sérieusement		
3	Marguerite_Le_B.		
3	tire.on		
3	dans.épaule		
3	père-moi		
3	tourna		
3	voisin.-ien		
3	devions		
3	trou.er		
3	le__1_gwaz		
3	lot		
3	simple		
3	a-dra-sur		
3	soeurs		
3	kav		
3	assiette.s		
3	devoit		
3	Éloi		
3	merkañ		
3	chasse		
3	de.fois		
3	Baradoz		
3	tro-war-dro		
3	pressons		
3	eau-mor		
3	dé.pluie.eur		
3	amélioré		
3	naviguer		
3	pourrions		
3	brandir		
3	notion		
3	grossièrement		
3	onze		
3	est-ce_(C.ha(g)		
3	que)		
3	le__5_komz		
3	emporté		
3	Ramke		
3	trouva		
3	plaisent		
3	_1_soudard		
3	aidé		
3	au.bout		
3	deux..F.jambe		
3	doux.DIM		
3	Treboul		
3	nat.if		
3	Toulzac'h		
3	probablement		
3	répond		
3	chanson-ci		
3	port.-erez		
3	grandissaient		
3	bleu/vert		
3	bloundin		
3	chaise		
3	dabort		
3	Lambaol		
3	tourbe-nous		
3	iris		
3	evelato		
3	Yvon		
3	Mari		
3	débarasser		
3	DEM-ci-DEM		
3	chiper		
3	éclater		
3	partir		
3	hevelep		
3	com..degré		
3	oiseau.-ed_(PL.)		
3	dénoncer		
3	cachait		
3	notre-trois		
3	fourche		
3	_1_soubenn		
3	Bugn		
3	Menez--Hom		
3	séparer		
3	rarement		
3	gwaremm		
3	Monique		
3	Aber		
3	cuit-bien		
3	commençait.on		
3	le_gwad		
3	résolument		
3	_5_ken-		
3	com-_1_.gwerzhañ		
3	vente.-ioù_(PL.)		
3	youl		
3	aiguïsé		
3	construisait		
3	château		
3	Versailles		
3	Boujez		
3	Seza		
3	arranger		
3	fraises		
3	entendaient		
3	familh		
3	herbes		
3	et_pfi		
3	et-troad		
3	Laou		
3	petit.truc		
3	leur-un		
3	poussaient		
3	attend		
3	Nin		
3	le-soi		
3	mais_(ne)_+C_		
3	prince		
3	guéri		
3	tête-kil		
3	dos-&		
2	pardoniñ		
2	pardonnez		
2	buv.eur		
2	mère-_1_kozh		
2	guér.ir		
2	à.ce		
2	angoisses		
2	montrera		
2	épaule-et-épaule		
2	cache-cache		
2	amour.ant		
2	feteiz		
2	amour.-us		
2	parañ		
2	jolie		
2	poltron		
2	_1_bale		
2	jav		
2	papier		
2	Prat		
2	le__1__bugel		
2	heuliañ		
2	pour.da		
2	deux_jav		
2	sur-droit		
2	valise		
2	Alberto		
2	_1_brav		
2	tempête		
2	_5_nom_propre		
2	douarnen.-iz_(PL.)		
2	danse		
2	_1_kudenn		
2	problème_1_		
2	presque..di--,_dis--		
2	Pouah!		
2	trap.é		
2	bi.lingu.isme		
2	kontell		
2	île.s.SG.s		
2	savent		
2	forme.s		
2	mesur.-er,_-our		
2	fae!		
2	journal.-er,_-our		
2	iste.-ien,_-ion_(PL)		
2	erie.-où_(PL.)		
2	rêve		
2	mule		
2	Alejandro		
2	chien-loup		
2	gwasoc'h		
2	pire.DIM		
2	kraz		
2	señorita		
2	nourr.i		
2	travers		
2	-raz		
2	modeste		
2	Ah,alors!		
2	envie.de.rire		
2	entends-moi		
2	karaté		
2	judo		
2	ricaneur		
2	Fi!		
2	éléphant		
2	Aha!		
2	disais		
2	Tiens.donc!		
2	flaque.ée.DIM		
2	eoul		
2	huile		
2	doktor		
2	docteur		
2	eh_bien!		
2	amis		
2	assis.-ioù_(PL.)		
2	gouvernail.l.-er,_-our		
2	enfuir		
2	farsadenn		
2	Fantasio		
2	Eh_bien_quoi		
2	Yakari		
2	Carhaix		
2	Rennes		
2	hiver.n.-vezh		
2	grosse.-où_(PL.)		
2	pluie.SG.s		
2	1-penn		
2	annonce		
2	pitiaoul!		
2	Que.diable!		
2	impitoyablement		
2	Diable!		
2	défense		
2	Hama!		
2	troisième		
2	_1_gast		
2	ahont		
2	_1_kaezh		
2	Ahmais!		
2	à-debout		
2	çanon!		
2	folleiller		
2	coup-DEM		
2	comme-là		
2	laisserai		
2	Tournesol		
2	habituer		
2	Ba!		
2	vol.-et_(Adj.)		
2	pesez		
2	appuy.-et_(Adj.)		
2	Aufait!		
2	empêcherait		
2	prêtre		
2	livre.DIM-DEM		
2	anodin		
2	important.plus		
2	cheval.x		
2	Doue!		
2	triple.Dieu		
2	in.deskiñ		
2	témoin		
2	labourer-douar		
2	daou		
2	vloaz.		
2	laine		
2	Soazig		
2	iskis		
2	étrange.-oc'h		
2	_1_kentañ		
2	Atchoum		
2	Bo!		
2	habituerai		
2	fleur.SG		
2	éclairs.SG		
2	pfffuit		
2	besoin_a		
2	salle-ci		
2	salle,		
2	sonnez		
2	Chaous!		
2	A-toue!,Toui!		
2	mal.chañs		
2	_1_gad		
2	Chut!		
2	R.moi		
2	désert		
2	politique		
2	Frañsez_Kervella		
2	reflex		
2	dev(oir)		
2	chien-là		
2	dehoù		
2	fidamdie!		
2	taksi		
2	formes		
2	Paf!		
2	re-Paf!		
2	gaul.-an_(Adj.)		
2	le_aotrou		
2	Daoñ!		
2	per		
2	Anjela		
2	réacteur		
2	mi.deiz		
2	istor		
2	histoire-DEM		
2	pencha		
2	vers.pronom_incorporé		
2	pour.pour		
2	plom		
2	donnera		
2	_1_plaine		
2	au-bout		
2	toussoter		
2	tonnerre!		
2	queconque		
2	bien.-où_(PL.)		
2	pleuré		
2	toi-echo		
2	léch..tar--		
2	ouiller		
2	bennigañ		
2	béni		
2	kil-		
2	arrière_1_.tro		
2	insect.er		
2	Iffig		
2	R..1SG-aurait		
2	tête.fol..l.er		
2	en.ta.possession		
2	en-cours		
2	femme.-ed		
2	dés.habillé.plus		
2	eget		
2	dit.il		
2	attacher		
2	pfx-appliqué		
2	avec-ça		
2	torr-penn		
2	appeler		
2	skype		
2	oiseau.DIM		
2	longu.-nezh		
2	/klak/.et.s		
2	Bouf!		
2	cri.-adenn		
2	ation.-où_(PL.)		
2	tumulte		
2	de_art		
2	le__1_taol_(F.)		
2	_1_gwer		
2	verre.-enn		
2	souvenir.-ioù_(PL.)		
2	viendras		
2	Mais!		
2	horrible		
2	kaout-nous		
2	notre_3_-cardinaux		
2	vant.-er,_-our		
2	ard		
2	_1_brezhell		
2	maquereau		
2	articuler		
2	un-&		
2	changer		
2	brûlant		
2	un_1_		
2	gwirionez		
2	étrange		
2	/pum/		
2	mieux.DIM.superlatif		
2	died		
2	merien		
2	skediñ		
2	écrin		
2	rouge.livañ		
2	patienc.e		
2	tire		
2	ebet		
2	grave		
2	oubliez		
2	téléphoner		
2	hegarat		
2	harzal		
2	harzañ		
2	vol.-on		
2	étoiles.SG.ée		
2	vœu		
2	mieux-tout		
2	trop-tout		
2	Ohaih!		
2	air_1_.post		
2	le-eur		
2	pas_dont		
2	seniñ		
2	et-DEM		
2	celui(là)		
2	mission.s		
2	Jesus!		
2	bras-		
2	chambre.DIM-dormir		
2	Divi		
2	feu-gwall		
2	mal.-et_(Adj.)		
2	commun.auté		
2	avec_nom_nu		
2	ure		
2	amélior.er		
2	seulement..superlatif		
2	Castill.-at_(Adj.)		
2	autant_(chose)		
2	trouverez		
2	intro		
2	département		
2	peu/petit		
2	autant-ci		
2	lise		
2	sonorisateur,		
2	technicien,		
2	le_maez		
2	cher.DIM		
2	viande-DEM		
2	à.long		
2	biskoazh!		
2	autant-autre		
2	n.est-ce.pas		
2	chair		
2	comprendrais		
2	Yann.DIM		
2	C_R		
2	delc'her		
2	cré.é		
2	tirait		
2	demoiselle		
2	glesker		
2	toute		
2	_1_gwastell		
2	dansé		
2	pourvu.que		
2	de-long		
2	affûté		
2	curieux		
2	enfant-là		
2	Mexique		
2	soyez		
2	aidez		
2	se.garder		
2	plante-ci		
2	hue		
2	Dieu!		
2	Boum!		
2	Oc'ho!		
2	voilà		
2	4_F_		
2	deux.F		
2	sur--vingt		
2	tinter		
2	chapeau.-où_(PL.)		
2	x-houarn		
2	ful		
2	étincelles		
2	le__1_nom_propre		
2	Castafiore		
2	Garan		
2	lavar		
2	viendrai		
2	euh!		
2	destiné		
2	cahier		
2	et-kement		
2	intense		
2	char-nijal		
2	restaurant		
2	horrible-DEM		
2	Heho!		
2	chaud..f.é		
2	et-mut		
2	muet-DEM		
2	règlement.ation		
2	cour.-adeg		
2	se.-où_(PL.)		
2	s-tarv		
2	taureau.pluriel_interne		
2	Pamplona		
2	sapredistak		
2	été-ci		
2	dimanche.ée		
2	était.		
2	gêné		
2	que/seulement		
2	Ebro		
2	mezh		
2	_5_keloù		
2	monta-elle		
2	salud!		
2	Catwoman		
2	Hopala!		
2	servi		
2	métayer		
2	stered		
2	mut		
2	semplañ		
2	aime..N		
2	Regarde-donc!		
2	consola		
2	poussin		
2	longtemps		
2	le.eau.x		
2	négatif		
2	nie		
2	par.eux		
2	cheval.s		
2	mard		
2	travaill..#er_(A.terre		
2	Etat		
2	soit		
2	photo-DEM		
2	drailhañ		
2	trouvez		
2	patron		
2	attachera		
2	est_(pronom_vide		
2	pâte.levée		
2	soldat.s		
2	sœur.s		
2	in.anavezout		
2	à_1__art		
2	République		
2	géré		
2	si_ez_eus		
2	lui_/_*_eus		
2	de___		
2	chevaux-DEM		
2	galoupat		
2	galopent		
2	trou.-ad		
2	secou.é		
2	lezenn		
2	focus		
2	ami.-ez_(F.)		
2	ouais!		
2	You!		
2	bât.-et_(Adj.)		
2	vent..sfx		
2	Langoat		
2	strudaj		
2	broussailles		
2	-ée		
2	liv		
2	cœur.ée		
2	caché.N.SG		
2	taill.é		
2	insignifiant.superlatif		
2	touche		
2	abattras		
2	moules		
2	mouill.é		
2	meskañ		
2	Meus		
2	je.crois		
2	répugn.ant		
2	gwashat		
2	farsal		
2	farcer		
2	porte-DEM		
2	laine.s		
2	Jeanne-Marie		
2	buffet		
2	Ma.foi		
2	vente		
2	boue.sfx		
2	dé--.sèche		
2	bougonnait		
2	voisin.es		
2	traduire		
2	râle		
2	répugnance.Adj		
2	bleniañ		
2	orgueil..l.eux		
2	cuisin.-ière		
2	pour_1_-mat		
2	_1_kegin		
2	pauvre.-ien_(PL.)		
2	enseign.ant.s		
2	di..#et_(inf..)		
2	klakenniñ		
2	canailles		
2	à_1_-gwazh		
2	ruisseau.-enn		
2	vieill.ir		
2	leur_2_.unan		
2	ne'		
2	lieu.x		
2	buv.-adeg		
2	le_bleniañ		
2	conduct.-er_(A.)		
2	fentus		
2	amer		
2	ton_3_		
2	marmouz		
2	de_1_.paouez		
2	peint-mauvais		
2	_1_mur		
2	fut.on		
2	chaque-eil		
2	Pe		
2	vous-echo		
2	sans-aon		
2	resterez		
2	de_1_-hervez		
2	au-raz		
2	Michela		
2	extraordinaire		
2	tôt.-iñ		
2	bouillante		
2	P.bihan		
2	P.kriz		
2	falc'h		
2	fauch.-ad		
2	kalkenniñ		
2	frapp.-où_(PL.)		
2	ements		
2	canaille		
2	oubli.eux		
2	_5_kelorn		
2	Rosmeur		
2	R-2SG.a		
2	Mark		
2	roui		
2	jatt.ée		
2	tas_(N.)		
2	tasse		
2	lapin.s		
2	deux.glin		
2	Verbes_qui_se_prennent_eux-mêmes_comme_auxiliaire		
2	abred		
2	indolent		
2	excl		
2	s_da		
2	diffic.ulté		
2	Ah!.A!		
2	bouc		
2	koa		
2	travail-là		
2	entasse		
2	aval.-adeg		
2	skoulmañ		
2	viens.amañ		
2	.passé		
2	bouill-		
2	sotte		
2	argile		
2	fiert.eux		
2	gain		
2	lorc'h		
2	damn.é		
2	moral		
2	Badaboum!		
2	vol.-ezh_(V.)		
2	pomme-là		
2	dé_1_.tu		
2	gars-kozh		
2	maltraité		
2	coute		
2	miette		
2	barbouillé		
2	hag-eñ		
2	vezañ		
2	dé-_1_.penn		
2	son_1_-genou		
2	SGF--3.a		
2	poignée		
2	drouk--		
2	mé..content		
2	école.-aer		
2	R..1SG-aurait-moi		
2	obéissent		
2	lui_/_a		
2	ne_1,+C_		
2	eur_douar		
2	moger		
2	mur.-ioù_(PL.)		
2	pain_debriñ		
2	stagañ		
2	WhatsApp		
2	facetime		
2	à_pronom_incorporé		
2	continuait		
2	nom.s		
2	ordinal_(Adv.)		
2	oubli.-et_(Adj.)		
2	dit.lui		
2	corsage		
2	le_debriñ		
2	mang.-er,_-our		
2	dit.moi-moi		
2	taol_(F.)		
2	à-pour		
2	trop_diouzh		
2	de-		
2	pfx.kouezhañ		
2	bois.-eta		
2	gardera		
2	pénitance		
2	diabl.er		
2	le_pot-où_(PL.)		
2	grès		
2	échaudé		
2	vagin		
2	ou.autrement		
2	Jañn		
2	marraine		
2	minime..superlatif		
2	b.		
2	eun		
2	décider		
2	de.sur.Pronom		
2	diabarzh		
2	par.dessus.pronom_incorporé		
2	fouiner		
2	long-temps		
2	sot.te		
2	eau-sueur		
2	tant.tant		
2	mé--.parler		
2	pauvre-ci		
2	le.sfx.s		
2	sfx.-an_(Adj.)		
2	sfx.-ed_(PL.)		
2	morceau.-ioù_(PL.)		
2	évanoui		
2	Geneviève		
2	sod		
2	sôt		
2	cafetière		
2	pus		
2	réfléchi		
2	vous!		
2	graet		
2	Ignatich		
2	Russie		
2	trois_1_		
2	pouliche		
2	color.ation		
2	<argent>		
2	un.hyp		
2	graisse		
2	pfx		
2	sachez		
2	autre.-oc'h		
2	chapeau-ci		
2	2-sauter		
2	vagabonger		
2	lent.is		
2	suffixe		
2	farc.-al		
2	hik		
2	agaçant		
2	/bubu/		
2	damen		
2	lieux		
2	étonn.é		
2	Tre-,_tar-,_ter-,_tres-		
2	façon..n.é		
2	…!		
2	bougerait-pas		
2	cheville		
2	païen.-ez_(F.)		
2	comme-juste		
2	eau-DEM		
2	pomme-DEM		
2	lièvres		
2	autant.long.(que).se		
2	si_4__ne_1_		
2	mâcheur-POSS		
2	put		
2	_1_brume-DEM		
2	fais.age		
2	irritant		
2	chat.-ier		
2	sauvage.-ard		
2	accident		
2	celui-et-celui		
2	travaill.-erien		
2	eurs-douar		
2	pauvre-pe		
2	ou_1_-paour		
2	pauvre.-oc'h		
2	marichal		
2	murs		
2	le_gwreg		
2	vieux..superlatif		
2	ien		
2	P.selon		
